orderID,customerName,itemID,fitnessGoal
F00775,Neha,I001,weight_loss
F00776,Varun,I005,muscle_gain
F00777,Varun,I004,weight_loss
F00778,Rohit,I002,maintenance
F00779,Riya,I004,muscle_gain
F00780,Maya,I002,maintenance
F00781,Saanvi,I005,weight_loss
F00782,Pranav,I001,maintenance
F00783,Maya,I001,muscle_gain
F00784,Vivaan,I004,weight_loss
F00785,Ananya,I002,maintenance
F00786,Ananya,I001,maintenance
F00787,Manthan,I003,muscle_gain
F00788,Vivaan,I005,maintenance
F00789,Pranav,I002,muscle_gain
F00790,Neha,I001,maintenance
F00791,Riya,I001,maintenance
F00792,Maya,I002,weight_loss
F00793,Ananya,I004,maintenance
F00794,Aditi,I001,maintenance
F00795,Riya,I001,weight_loss
F00796,Sam,I002,muscle_gain
F00797,Sneha,I004,muscle_gain
F00798,Rohit,I004,muscle_gain
F00799,Ananya,I004,muscle_gain
F00800,Rohit,I004,muscle_gain
F00801,Manthan,I003,muscle_gain
F00802,Kushvendra,I005,weight_loss
F00803,Saanvi,I003,maintenance
F00804,Aditya,I005,muscle_gain
F00805,Kavya,I002,muscle_gain
F00806,Aditya,I001,weight_loss
F00807,Arjun,I004,maintenance
F00808,Saanvi,I005,muscle_gain
F00809,Manthan,I002,weight_loss
F00810,Ishaan,I005,maintenance
F00811,Arjun,I002,maintenance
F00812,Ananya,I002,maintenance
F00813,Vivaan,I002,muscle_gain
F00814,Vivaan,I003,maintenance
F00815,Varun,I003,muscle_gain
F00816,Aarav,I004,weight_loss
F00817,Arjun,I004,muscle_gain
F00818,Aarav,I004,weight_loss
F00819,Neha,I001,muscle_gain
F00820,Rohit,I003,maintenance
F00821,Aditya,I003,maintenance
F00822,Aditya,I003,muscle_gain
F00823,Varun,I004,muscle_gain
F00824,Riya,I001,muscle_gain
F00825,Pranav,I005,weight_loss
F00826,Kavya,I002,muscle_gain
F00827,Sam,I004,weight_loss
F00828,Ishaan,I002,maintenance
F00829,Pranav,I001,muscle_gain
F00830,Sam,I003,muscle_gain
F00831,Riya,I003,weight_loss
F00832,Ishaan,I002,weight_loss
F00833,Manthan,I005,maintenance
F00834,Saanvi,I004,muscle_gain
F00835,Aditya,I002,muscle_gain
F00836,Aditi,I002,maintenance
F00837,Kavya,I005,maintenance
F00838,Maya,I001,maintenance
F00839,Sam,I003,maintenance
F00840,Manthan,I001,muscle_gain
F00841,Kushvendra,I005,maintenance
F00842,Vivaan,I005,muscle_gain
F00843,Kushvendra,I004,maintenance
F00844,Pranav,I003,muscle_gain
F00845,Kavya,I003,weight_loss
F00846,Ananya,I005,weight_loss
F00847,Aarav,I003,weight_loss
F00848,Manthan,I002,muscle_gain
F00849,Arjun,I005,muscle_gain
F00850,Sneha,I005,muscle_gain
F00851,Kushvendra,I003,muscle_gain
F00852,Aarav,I001,maintenance
F00853,Sam,I004,muscle_gain
F00854,Maya,I003,weight_loss
F00855,Aditya,I003,muscle_gain
F00856,Rohit,I001,maintenance
F00857,Maya,I002,muscle_gain
F00858,Sneha,I002,maintenance
F00859,Kushvendra,I001,maintenance
F00860,Arjun,I005,maintenance
F00861,Aarav,I001,maintenance
F00862,Pranav,I001,muscle_gain
F00863,Sneha,I001,maintenance
F00864,Sneha,I002,muscle_gain
F00865,Neha,I001,maintenance
F00866,Ananya,I001,muscle_gain
F00867,Aditya,I002,maintenance
F00868,Pranav,I001,maintenance
F00869,Sneha,I005,maintenance
F00870,Arjun,I001,muscle_gain
F00871,Kavya,I003,muscle_gain
F00872,Kushvendra,I002,muscle_gain
F00873,Manthan,I003,maintenance
F00874,Riya,I005,maintenance
F00875,Saanvi,I002,maintenance
F00876,Ayush,I004,maintenance
F00877,Varun,I003,weight_loss
F00878,Manthan,I001,muscle_gain
F00879,Ayush,I005,maintenance
F00880,Vivaan,I003,muscle_gain
F00881,Rohit,I001,maintenance
F00882,Kushvendra,I003,muscle_gain
F00883,Neha,I001,muscle_gain
F00884,Neha,I005,maintenance
F00885,Pranav,I001,maintenance
F00886,Ananya,I004,maintenance
F00887,Ananya,I004,muscle_gain
F00888,Neha,I001,muscle_gain
F00889,Sam,I003,muscle_gain
F00890,Aditya,I004,weight_loss
F00891,Vivaan,I002,weight_loss
F00892,Sam,I003,muscle_gain
F00893,Saanvi,I002,weight_loss
F00894,Kavya,I003,weight_loss
F00895,Varun,I002,muscle_gain
F00896,Ayush,I005,muscle_gain
F00897,Vivaan,I005,weight_loss
F00898,Vivaan,I002,maintenance
F00899,Neha,I005,muscle_gain
F00900,Pranav,I005,maintenance
F00901,Ayush,I005,muscle_gain
F00902,Aditi,I003,maintenance
F00903,Sneha,I005,maintenance
F00904,Maya,I004,maintenance
F00905,Saanvi,I001,maintenance
F00906,Neha,I002,weight_loss
F00907,Manthan,I002,muscle_gain
F00908,Ishaan,I003,maintenance
F00909,Saanvi,I004,maintenance
F00910,Riya,I002,muscle_gain
F00911,Sam,I001,muscle_gain
F00912,Kavya,I002,weight_loss
F00913,Aarav,I001,weight_loss
F00914,Sneha,I003,muscle_gain
F00915,Sam,I001,weight_loss
F00916,Sneha,I004,weight_loss
F00917,Aditya,I005,weight_loss
F00918,Sam,I005,muscle_gain
F00919,Ananya,I004,maintenance
F00920,Aarav,I005,muscle_gain
F00921,Manthan,I002,muscle_gain
F00922,Aarav,I004,weight_loss
F00923,Riya,I002,weight_loss
F00924,Neha,I002,muscle_gain
F00925,Neha,I004,weight_loss
F00926,Manthan,I004,muscle_gain
F00927,Manthan,I004,maintenance
F00928,Pranav,I002,maintenance
F00929,Varun,I003,weight_loss
F00930,Aarav,I003,weight_loss
F00931,Ishaan,I002,maintenance
F00932,Riya,I004,weight_loss
F00933,Aarav,I002,weight_loss
F00934,Pranav,I005,weight_loss
F00935,Rohit,I003,maintenance
F00936,Ayush,I002,maintenance
F00937,Kushvendra,I002,maintenance
F00938,Ananya,I003,muscle_gain
F00939,Vivaan,I001,maintenance
F00940,Varun,I002,weight_loss
F00941,Ananya,I005,weight_loss
F00942,Neha,I005,muscle_gain
F00943,Varun,I004,weight_loss
F00944,Vivaan,I005,muscle_gain
F00945,Saanvi,I001,maintenance
F00946,Aditya,I001,maintenance
F00947,Riya,I005,weight_loss
F00948,Rohit,I004,maintenance
F00949,Aarav,I002,maintenance
F00950,Ayush,I004,muscle_gain
F00951,Ayush,I002,muscle_gain
F00952,Maya,I003,muscle_gain
F00953,Riya,I005,weight_loss
F00954,Ananya,I002,muscle_gain
F00955,Kushvendra,I005,maintenance
F00956,Kavya,I003,weight_loss
F00957,Saanvi,I002,maintenance
F00958,Sneha,I005,weight_loss
F00959,Riya,I005,muscle_gain
F00960,Aarav,I002,muscle_gain
F00961,Manthan,I002,muscle_gain
F00962,Saanvi,I001,maintenance
F00963,Saanvi,I002,maintenance
F00964,Kavya,I003,weight_loss
F00965,Rohit,I003,muscle_gain
F00966,Rohit,I001,maintenance
F00967,Kushvendra,I001,maintenance
F00968,Ananya,I001,muscle_gain
F00969,Ayush,I005,muscle_gain
F00970,Aditi,I001,muscle_gain
F00971,Vivaan,I002,maintenance
F00972,Ayush,I003,weight_loss
F00973,Pranav,I005,muscle_gain
F00974,Aditi,I005,weight_loss
F00975,Varun,I003,weight_loss
F00976,Maya,I005,weight_loss
F00977,Varun,I005,weight_loss
F00978,Aarav,I001,muscle_gain
F00979,Aditya,I003,maintenance
F00980,Rohit,I004,muscle_gain
F00981,Neha,I003,maintenance
F00982,Vivaan,I002,muscle_gain
F00983,Vivaan,I004,muscle_gain
F00984,Rohit,I004,muscle_gain
F00985,Arjun,I005,weight_loss
F00986,Arjun,I004,weight_loss
F00987,Sam,I003,maintenance
F00988,Kavya,I005,maintenance
F00989,Aarav,I002,maintenance
F00990,Pranav,I005,muscle_gain
F00991,Sam,I003,weight_loss
F00992,Kavya,I003,muscle_gain
F00993,Sneha,I004,muscle_gain
F00994,Vivaan,I002,maintenance
F00995,Aditi,I004,muscle_gain
F00996,Kushvendra,I001,maintenance
F00997,Ishaan,I005,weight_loss
F00998,Manthan,I005,muscle_gain
F00999,Ayush,I004,maintenance
F01000,Saanvi,I002,weight_loss
