jobID,customerName,deviceType,issue,submissionDate
J00531,Ayush,Laptop,Motherboard,2023-12-07
J00532,Aarav,Laptop,Keyboard,2025-05-17
J00533,Sneha,Desktop,Software,2023-02-09
J00534,Aditi,Mobile,Motherboard,2024-07-17
J00535,Sam,Mobile,Screen,2023-09-27
J00536,Aditya,Tablet,Motherboard,2024-02-07
J00537,Sam,Tablet,Camera,2025-06-24
J00538,Ayush,Mobile,Keyboard,2024-07-23
J00539,Arjun,Desktop,Camera,2023-12-03
J00540,Ayush,Tablet,Keyboard,2025-04-10
J00541,Saanvi,Mobile,Charging_Port,2023-08-11
J00542,Rohit,Mobile,Software,2024-09-07
J00543,Aarav,Mobile,Motherboard,2024-06-21
J00544,Varun,Laptop,Software,2023-08-13
J00545,Riya,Smartwatch,Software,2025-02-23
J00546,Pranav,Desktop,Motherboard,2023-07-01
J00547,Maya,Smartwatch,Motherboard,2023-02-22
J00548,Neha,Desktop,Battery,2024-03-23
J00549,Kushvendra,Mobile,Charging_Port,2023-08-16
J00550,Ishaan,Laptop,Motherboard,2023-08-09
J00551,Riya,Tablet,Camera,2023-02-26
J00552,Aditya,Smartwatch,Camera,2024-05-20
J00553,Sam,Desktop,Keyboard,2023-03-11
J00554,Vivaan,Mobile,Battery,2024-04-19
J00555,Kavya,Tablet,Battery,2025-09-02
J00556,Neha,Smartwatch,Software,2024-02-25
J00557,Kavya,Desktop,Camera,2023-07-25
J00558,Pranav,Laptop,Camera,2024-06-27
J00559,Vivaan,Laptop,Screen,2025-06-08
J00560,Sneha,Desktop,Battery,2023-03-19
J00561,Vivaan,Tablet,Charging_Port,2023-07-06
J00562,Aditya,Smartwatch,Screen,2024-08-02
J00563,Sam,Desktop,Software,2023-06-20
J00564,Aarav,Laptop,Camera,2024-09-30
J00565,Riya,Laptop,Battery,2025-12-20
J00566,Aditi,Smartwatch,Camera,2025-05-04
J00567,Aditya,Smartwatch,Charging_Port,2023-03-09
J00568,Vivaan,Desktop,Charging_Port,2023-03-23
J00569,Ananya,Tablet,Battery,2023-09-07
J00570,Saanvi,Tablet,Charging_Port,2024-11-05
J00571,Pranav,Desktop,Keyboard,2023-11-16
J00572,Ishaan,Mobile,Keyboard,2024-02-09
J00573,Vivaan,Smartwatch,Screen,2025-09-06
J00574,Sam,Laptop,Motherboard,2023-07-24
J00575,Saanvi,Desktop,Motherboard,2023-05-01
J00576,Vivaan,Tablet,Camera,2025-09-11
J00577,Aditya,Laptop,Camera,2025-10-11
J00578,Aditya,Mobile,Battery,2023-07-20
J00579,Sam,Tablet,Camera,2023-02-03
J00580,Arjun,Tablet,Motherboard,2023-01-09
J00581,Riya,Desktop,Charging_Port,2023-06-30
J00582,Pranav,Laptop,Screen,2023-09-29
J00583,Aditi,Smartwatch,Camera,2024-09-04
J00584,Kushvendra,Mobile,Motherboard,2023-06-03
J00585,Maya,Mobile,Motherboard,2025-09-02
J00586,Varun,Tablet,Motherboard,2025-02-18
J00587,Pranav,Smartwatch,Battery,2023-05-27
J00588,Ananya,Desktop,Camera,2023-06-13
J00589,Ishaan,Smartwatch,Keyboard,2023-08-16
J00590,Ayush,Laptop,Camera,2024-08-09
J00591,Riya,Mobile,Software,2023-11-07
J00592,Aditya,Tablet,Keyboard,2023-04-09
J00593,Vivaan,Mobile,Screen,2024-11-18
J00594,Saanvi,Tablet,Screen,2025-04-21
J00595,Maya,Smartwatch,Software,2024-01-15
J00596,Ayush,Laptop,Motherboard,2024-06-02
J00597,Manthan,Tablet,Battery,2024-10-23
J00598,Riya,Smartwatch,Software,2024-09-30
J00599,Vivaan,Laptop,Battery,2025-01-14
J00600,Pranav,Smartwatch,Software,2023-05-14
J00601,Rohit,Desktop,Charging_Port,2024-07-19
J00602,Varun,Desktop,Keyboard,2025-05-22
J00603,Ayush,Desktop,Keyboard,2025-11-03
J00604,Sam,Desktop,Battery,2023-04-30
J00605,Aarav,Tablet,Screen,2024-11-28
J00606,Neha,Smartwatch,Keyboard,2025-04-03
J00607,Saanvi,Tablet,Keyboard,2025-10-30
J00608,Pranav,Mobile,Camera,2024-01-13
J00609,Rohit,Laptop,Motherboard,2023-11-16
J00610,Ayush,Smartwatch,Battery,2025-01-10
J00611,Ayush,Tablet,Screen,2024-06-14
J00612,Ayush,Laptop,Motherboard,2023-02-16
J00613,Ishaan,Laptop,Keyboard,2024-07-16
J00614,Aditya,Mobile,Screen,2025-02-13
J00615,Varun,Smartwatch,Camera,2024-01-04
J00616,Kavya,Laptop,Camera,2025-11-14
J00617,Rohit,Laptop,Screen,2023-01-08
J00618,Neha,Smartwatch,Charging_Port,2023-05-01
J00619,Kavya,Laptop,Motherboard,2023-10-05
J00620,Aditi,Mobile,Screen,2025-08-24
J00621,Neha,Mobile,Battery,2025-10-24
J00622,Aditya,Laptop,Keyboard,2023-11-27
J00623,Arjun,Mobile,Battery,2023-10-31
J00624,Riya,Mobile,Charging_Port,2023-11-14
J00625,Pranav,Laptop,Charging_Port,2024-07-22
J00626,Sneha,Tablet,Camera,2023-11-15
J00627,Varun,Mobile,Keyboard,2024-08-31
J00628,Ishaan,Laptop,Keyboard,2023-07-08
J00629,Ishaan,Desktop,Keyboard,2025-07-15
J00630,Maya,Laptop,Battery,2025-02-02
J00631,Aditya,Laptop,Battery,2024-12-11
J00632,Aarav,Tablet,Battery,2024-10-14
J00633,Rohit,Mobile,Battery,2025-12-22
J00634,Sam,Mobile,Camera,2023-01-16
J00635,Neha,Tablet,Screen,2025-01-06
J00636,Sneha,Desktop,Screen,2025-08-09
J00637,Varun,Mobile,Screen,2023-09-19
J00638,Aditi,Laptop,Camera,2023-05-30
J00639,Aarav,Tablet,Screen,2024-08-12
J00640,Kushvendra,Mobile,Keyboard,2023-06-08
J00641,Maya,Tablet,Camera,2023-09-16
J00642,Varun,Laptop,Software,2024-06-21
J00643,Pranav,Smartwatch,Charging_Port,2025-04-19
J00644,Rohit,Tablet,Software,2023-09-21
J00645,Aditi,Laptop,Battery,2023-06-24
J00646,Varun,Desktop,Charging_Port,2024-04-02
J00647,Aarav,Smartwatch,Battery,2024-12-06
J00648,Sneha,Desktop,Software,2023-02-21
J00649,Ananya,Smartwatch,Charging_Port,2023-08-25
J00650,Arjun,Laptop,Battery,2025-06-29
J00651,Kavya,Mobile,Camera,2025-04-04
J00652,Maya,Desktop,Screen,2024-10-15
J00653,Kushvendra,Desktop,Keyboard,2024-12-06
J00654,Sneha,Tablet,Charging_Port,2024-09-18
J00655,Aarav,Desktop,Camera,2024-07-23
J00656,Riya,Desktop,Software,2023-01-02
J00657,Neha,Desktop,Motherboard,2023-04-11
J00658,Pranav,Tablet,Battery,2025-11-30
J00659,Maya,Desktop,Motherboard,2023-01-31
J00660,Ayush,Laptop,Software,2023-04-10
J00661,Ayush,Tablet,Motherboard,2025-07-30
J00662,Ananya,Mobile,Motherboard,2024-07-13
J00663,Manthan,Smartwatch,Screen,2023-06-19
J00664,Ayush,Tablet,Battery,2025-06-28
J00665,Neha,Laptop,Battery,2025-05-06
J00666,Aditi,Laptop,Keyboard,2023-04-30
J00667,Arjun,Tablet,Battery,2023-02-11
J00668,Varun,Tablet,Battery,2025-09-07
J00669,Ayush,Desktop,Charging_Port,2023-11-26
J00670,Maya,Smartwatch,Keyboard,2024-07-05
J00671,Pranav,Smartwatch,Camera,2025-10-18
J00672,Riya,Tablet,Camera,2023-01-19
J00673,Aditi,Tablet,Software,2024-01-13
J00674,Ananya,Mobile,Keyboard,2023-12-23
J00675,Saanvi,Tablet,Charging_Port,2023-01-10
J00676,Ishaan,Tablet,Screen,2025-07-19
J00677,Arjun,Tablet,Screen,2024-11-08
J00678,Kushvendra,Mobile,Camera,2025-03-26
J00679,Maya,Laptop,Keyboard,2025-12-30
J00680,Kushvendra,Tablet,Motherboard,2024-07-31
J00681,Sam,Laptop,Motherboard,2023-12-23
J00682,Sneha,Desktop,Camera,2025-02-14
J00683,Aarav,Mobile,Keyboard,2023-12-03
J00684,Manthan,Smartwatch,Screen,2024-05-04
J00685,Saanvi,Mobile,Software,2023-10-23
J00686,Maya,Tablet,Software,2024-08-19
J00687,Manthan,Mobile,Battery,2023-06-19
J00688,Kushvendra,Desktop,Camera,2023-10-13
J00689,Varun,Smartwatch,Battery,2023-04-05
J00690,Kavya,Laptop,Camera,2023-10-14
J00691,Maya,Smartwatch,Motherboard,2024-01-12
J00692,Maya,Desktop,Screen,2025-06-25
J00693,Riya,Laptop,Motherboard,2024-08-28
J00694,Riya,Desktop,Battery,2023-09-26
J00695,Aarav,Tablet,Screen,2025-04-14
J00696,Rohit,Desktop,Camera,2023-12-29
J00697,Aditya,Tablet,Software,2024-05-08
J00698,Sam,Mobile,Motherboard,2025-02-22
J00699,Maya,Mobile,Motherboard,2023-01-11
J00700,Ayush,Mobile,Battery,2024-12-27
J00701,Ishaan,Mobile,Screen,2024-04-17
J00702,Sam,Mobile,Charging_Port,2023-04-03
J00703,Pranav,Desktop,Camera,2025-01-03
J00704,Aarav,Mobile,Battery,2023-04-03
J00705,Neha,Laptop,Software,2023-04-10
J00706,Aditya,Desktop,Battery,2024-05-13
J00707,Saanvi,Tablet,Charging_Port,2024-04-07
J00708,Sneha,Desktop,Motherboard,2023-06-23
J00709,Maya,Laptop,Screen,2023-04-30
J00710,Aarav,Mobile,Software,2024-11-30
J00711,Neha,Laptop,Motherboard,2023-10-27
J00712,Riya,Tablet,Motherboard,2024-07-29
J00713,Sneha,Laptop,Charging_Port,2025-01-24
J00714,Manthan,Desktop,Keyboard,2023-01-06
J00715,Rohit,Desktop,Charging_Port,2023-10-20
J00716,Ananya,Laptop,Keyboard,2024-12-05
J00717,Saanvi,Mobile,Software,2024-04-24
J00718,Vivaan,Smartwatch,Software,2025-08-17
J00719,Rohit,Desktop,Camera,2023-06-04
J00720,Pranav,Tablet,Motherboard,2024-08-16
J00721,Rohit,Tablet,Camera,2024-05-16
J00722,Rohit,Laptop,Camera,2023-08-31
J00723,Maya,Tablet,Camera,2024-12-23
J00724,Saanvi,Desktop,Software,2023-08-02
J00725,Vivaan,Smartwatch,Motherboard,2025-05-26
J00726,Neha,Smartwatch,Keyboard,2023-04-30
J00727,Manthan,Mobile,Software,2025-08-22
J00728,Neha,Laptop,Battery,2023-02-24
J00729,Sam,Mobile,Charging_Port,2023-06-27
J00730,Kushvendra,Smartwatch,Charging_Port,2023-04-23
J00731,Neha,Laptop,Camera,2023-05-03
J00732,Arjun,Mobile,Battery,2023-05-22
J00733,Aditya,Smartwatch,Motherboard,2025-06-23
J00734,Aarav,Smartwatch,Software,2025-09-05
J00735,Neha,Mobile,Keyboard,2024-05-18
J00736,Arjun,Mobile,Battery,2025-09-22
J00737,Aditya,Desktop,Keyboard,2023-11-15
J00738,Vivaan,Mobile,Motherboard,2025-11-24
J00739,Pranav,Desktop,Keyboard,2025-04-28
J00740,Ananya,Smartwatch,Screen,2023-06-20
J00741,Pranav,Mobile,Charging_Port,2024-09-30
J00742,Saanvi,Laptop,Screen,2023-03-01
J00743,Ananya,Smartwatch,Camera,2024-11-20
J00744,Ananya,Desktop,Camera,2023-11-01
J00745,Ananya,Laptop,Battery,2023-10-21
J00746,Kavya,Smartwatch,Keyboard,2025-10-25
J00747,Ayush,Smartwatch,Charging_Port,2024-03-03
J00748,Arjun,Smartwatch,Camera,2024-06-12
J00749,Aditya,Smartwatch,Software,2024-02-18
J00750,Sneha,Smartwatch,Keyboard,2023-05-27
J00751,Kushvendra,Mobile,Charging_Port,2023-10-13
J00752,Ishaan,Laptop,Screen,2024-07-16
J00753,Aarav,Smartwatch,Camera,2024-12-24
J00754,Riya,Smartwatch,Motherboard,2024-08-22
J00755,Riya,Smartwatch,Motherboard,2024-03-27
J00756,Manthan,Laptop,Camera,2023-10-23
J00757,Sneha,Mobile,Keyboard,2024-10-09
J00758,Manthan,Mobile,Camera,2024-05-24
J00759,Sneha,Tablet,Software,2025-03-14
J00760,Kushvendra,Smartwatch,Charging_Port,2025-08-19
J00761,Neha,Tablet,Charging_Port,2025-06-22
J00762,Varun,Tablet,Charging_Port,2025-05-22
J00763,Riya,Mobile,Keyboard,2024-08-12
J00764,Manthan,Laptop,Screen,2024-09-20
J00765,Neha,Mobile,Keyboard,2023-01-12
J00766,Neha,Desktop,Battery,2025-05-07
J00767,Kushvendra,Smartwatch,Charging_Port,2024-11-14
J00768,Aditya,Mobile,Camera,2023-04-22
J00769,Neha,Mobile,Camera,2025-07-05
J00770,Neha,Smartwatch,Battery,2024-04-18
J00771,Kushvendra,Laptop,Charging_Port,2025-06-21
J00772,Sam,Mobile,Keyboard,2024-07-05
J00773,Arjun,Laptop,Battery,2023-08-14
J00774,Pranav,Smartwatch,Camera,2025-01-30
J00775,Aarav,Mobile,Battery,2024-02-06
J00776,Pranav,Smartwatch,Motherboard,2023-01-13
J00777,Pranav,Tablet,Motherboard,2025-08-07
J00778,Arjun,Tablet,Screen,2025-11-30
J00779,Pranav,Laptop,Motherboard,2023-02-19
J00780,Saanvi,Mobile,Software,2025-12-20
J00781,Arjun,Laptop,Keyboard,2025-07-16
J00782,Aditi,Mobile,Camera,2024-05-12
J00783,Saanvi,Smartwatch,Software,2023-11-16
J00784,Ishaan,Desktop,Software,2024-07-06
J00785,Kushvendra,Laptop,Software,2025-03-19
J00786,Sneha,Smartwatch,Camera,2025-06-30
J00787,Aarav,Smartwatch,Battery,2025-04-13
J00788,Ananya,Mobile,Camera,2025-12-01
J00789,Neha,Mobile,Screen,2023-08-20
J00790,Vivaan,Mobile,Camera,2023-11-07
J00791,Aarav,Laptop,Software,2025-11-26
J00792,Pranav,Desktop,Keyboard,2023-09-17
J00793,Ayush,Tablet,Camera,2024-02-21
J00794,Saanvi,Mobile,Motherboard,2025-07-13
J00795,Sam,Smartwatch,Screen,2025-11-09
J00796,Riya,Desktop,Charging_Port,2025-04-10
J00797,Sneha,Laptop,Software,2024-02-28
J00798,Ayush,Laptop,Camera,2024-11-18
J00799,Kavya,Desktop,Keyboard,2025-06-09
J00800,Maya,Mobile,Screen,2025-01-28
J00801,Neha,Tablet,Charging_Port,2023-04-17
J00802,Aditya,Mobile,Battery,2024-06-19
J00803,Maya,Tablet,Camera,2023-07-11
J00804,Sam,Mobile,Keyboard,2023-04-13
J00805,Aarav,Laptop,Screen,2024-11-10
J00806,Pranav,Smartwatch,Screen,2025-08-31
J00807,Manthan,Desktop,Software,2023-05-03
J00808,Aditi,Laptop,Battery,2025-12-08
J00809,Varun,Desktop,Software,2023-03-15
J00810,Pranav,Tablet,Software,2023-05-20
J00811,Ishaan,Tablet,Screen,2024-07-10
J00812,Ananya,Laptop,Keyboard,2025-04-10
J00813,Ayush,Desktop,Keyboard,2023-06-05
J00814,Saanvi,Tablet,Battery,2025-12-05
J00815,Aditya,Tablet,Charging_Port,2024-03-20
J00816,Sneha,Tablet,Motherboard,2024-10-16
J00817,Manthan,Desktop,Screen,2024-02-08
J00818,Ishaan,Desktop,Software,2023-01-25
J00819,Aditya,Smartwatch,Charging_Port,2024-10-12
J00820,Ayush,Tablet,Motherboard,2023-08-14
J00821,Sneha,Smartwatch,Charging_Port,2024-06-21
J00822,Ishaan,Laptop,Charging_Port,2023-03-18
J00823,Arjun,Smartwatch,Camera,2023-07-30
J00824,Ayush,Desktop,Charging_Port,2024-02-23
J00825,Sneha,Laptop,Motherboard,2023-07-11
J00826,Aditya,Tablet,Charging_Port,2025-03-08
J00827,Neha,Desktop,Motherboard,2023-08-20
J00828,Vivaan,Desktop,Charging_Port,2025-08-20
J00829,Ayush,Smartwatch,Keyboard,2025-12-03
J00830,Saanvi,Mobile,Battery,2025-04-27
J00831,Vivaan,Smartwatch,Camera,2023-03-27
J00832,Kushvendra,Laptop,Keyboard,2024-02-29
J00833,Manthan,Mobile,Keyboard,2024-12-31
J00834,Aditi,Laptop,Charging_Port,2024-12-13
J00835,Neha,Tablet,Motherboard,2023-11-04
J00836,Aditi,Tablet,Battery,2025-01-16
J00837,Ananya,Mobile,Charging_Port,2025-11-08
J00838,Riya,Tablet,Battery,2025-03-05
J00839,Ayush,Mobile,Screen,2025-08-16
J00840,Sneha,Tablet,Charging_Port,2023-03-30
J00841,Vivaan,Tablet,Charging_Port,2024-07-02
J00842,Neha,Smartwatch,Charging_Port,2025-09-20
J00843,Maya,Mobile,Screen,2024-02-19
J00844,Aarav,Mobile,Camera,2025-11-21
J00845,Kushvendra,Mobile,Battery,2025-08-04
J00846,Riya,Smartwatch,Camera,2025-02-25
J00847,Neha,Desktop,Charging_Port,2024-03-30
J00848,Kavya,Tablet,Screen,2025-01-29
J00849,Ishaan,Mobile,Keyboard,2023-09-15
J00850,Varun,Tablet,Keyboard,2025-05-23
J00851,Aditya,Mobile,Screen,2025-08-14
J00852,Saanvi,Laptop,Charging_Port,2025-08-24
J00853,Arjun,Laptop,Software,2025-07-24
J00854,Ananya,Desktop,Camera,2023-12-08
J00855,Sneha,Smartwatch,Motherboard,2025-07-22
J00856,Aditya,Laptop,Camera,2025-10-23
J00857,Pranav,Mobile,Keyboard,2023-09-20
J00858,Sneha,Desktop,Motherboard,2024-02-11
J00859,Aarav,Desktop,Screen,2023-01-18
J00860,Rohit,Laptop,Battery,2023-05-30
J00861,Ishaan,Mobile,Software,2024-07-24
J00862,Arjun,Mobile,Keyboard,2024-08-17
J00863,Sneha,Mobile,Software,2023-04-17
J00864,Manthan,Smartwatch,Camera,2025-07-04
J00865,Sneha,Laptop,Camera,2025-05-24
J00866,Aditya,Desktop,Charging_Port,2025-08-30
J00867,Aditya,Smartwatch,Keyboard,2025-06-08
J00868,Manthan,Smartwatch,Motherboard,2025-07-21
J00869,Neha,Tablet,Screen,2025-02-12
J00870,Varun,Mobile,Battery,2024-08-11
J00871,Kavya,Laptop,Screen,2025-01-20
J00872,Arjun,Mobile,Camera,2024-07-30
J00873,Arjun,Smartwatch,Software,2025-01-16
J00874,Saanvi,Smartwatch,Charging_Port,2024-02-15
J00875,Riya,Mobile,Camera,2023-06-30
J00876,Sam,Laptop,Camera,2024-06-13
J00877,Ananya,Desktop,Software,2023-01-28
J00878,Rohit,Laptop,Keyboard,2024-08-05
J00879,Sneha,Mobile,Motherboard,2023-04-13
J00880,Aditya,Tablet,Motherboard,2023-08-23
J00881,Vivaan,Tablet,Screen,2023-07-16
J00882,Ishaan,Laptop,Motherboard,2023-11-07
J00883,Neha,Laptop,Screen,2025-10-29
J00884,Ishaan,Mobile,Motherboard,2024-12-15
J00885,Aditi,Desktop,Software,2024-03-03
J00886,Kavya,Smartwatch,Keyboard,2025-07-22
J00887,Aditi,Mobile,Battery,2024-10-14
J00888,Pranav,Desktop,Charging_Port,2024-02-28
J00889,Manthan,Smartwatch,Screen,2024-01-18
J00890,Aditya,Tablet,Charging_Port,2025-04-05
J00891,Sneha,Desktop,Screen,2024-05-31
J00892,Ayush,Mobile,Software,2025-10-31
J00893,Neha,Smartwatch,Camera,2024-08-03
J00894,Ananya,Mobile,Screen,2024-03-01
J00895,Vivaan,Smartwatch,Software,2023-10-12
J00896,Neha,Smartwatch,Keyboard,2023-10-27
J00897,Varun,Mobile,Keyboard,2025-03-15
J00898,Aditi,Tablet,Keyboard,2023-12-07
J00899,Sneha,Mobile,Keyboard,2023-01-06
J00900,Ishaan,Laptop,Software,2023-10-17
J00901,Aarav,Desktop,Motherboard,2023-04-12
J00902,Vivaan,Tablet,Software,2025-02-11
J00903,Aarav,Tablet,Screen,2023-02-19
J00904,Aditi,Tablet,Keyboard,2024-03-02
J00905,Arjun,Smartwatch,Screen,2025-03-31
J00906,Saanvi,Laptop,Software,2024-02-10
J00907,Ananya,Tablet,Motherboard,2024-03-20
J00908,Ayush,Desktop,Software,2024-02-16
J00909,Aarav,Laptop,Screen,2023-04-27
J00910,Ishaan,Desktop,Screen,2025-12-13
J00911,Maya,Desktop,Battery,2023-05-16
J00912,Aditi,Smartwatch,Charging_Port,2023-08-22
J00913,Aarav,Tablet,Camera,2025-12-24
J00914,Ishaan,Mobile,Charging_Port,2024-04-17
J00915,Kushvendra,Tablet,Screen,2024-11-17
J00916,Aditi,Desktop,Camera,2024-01-04
J00917,Maya,Laptop,Charging_Port,2024-04-16
J00918,Ishaan,Tablet,Software,2024-03-27
J00919,Rohit,Smartwatch,Motherboard,2023-07-01
J00920,Ananya,Smartwatch,Motherboard,2023-12-15
J00921,Aditi,Laptop,Charging_Port,2023-06-18
J00922,Arjun,Mobile,Software,2025-05-28
J00923,Varun,Laptop,Keyboard,2024-09-12
J00924,Rohit,Tablet,Camera,2025-07-26
J00925,Aarav,Tablet,Software,2024-03-27
J00926,Vivaan,Laptop,Screen,2024-12-15
J00927,Aditi,Mobile,Software,2024-05-15
J00928,Aarav,Desktop,Motherboard,2025-10-15
J00929,Saanvi,Desktop,Motherboard,2025-10-28
J00930,Pranav,Mobile,Screen,2023-09-13
J00931,Pranav,Mobile,Software,2025-05-14
J00932,Maya,Mobile,Motherboard,2025-04-15
J00933,Manthan,Laptop,Camera,2023-08-01
J00934,Ayush,Smartwatch,Motherboard,2025-09-07
J00935,Aditya,Desktop,Motherboard,2025-09-07
J00936,Ayush,Mobile,Software,2025-12-23
J00937,Aditi,Mobile,Motherboard,2024-04-28
J00938,Neha,Desktop,Charging_Port,2025-01-02
J00939,Aarav,Laptop,Software,2025-03-23
J00940,Riya,Smartwatch,Motherboard,2023-12-19
J00941,Sam,Mobile,Battery,2025-05-20
J00942,Neha,Smartwatch,Motherboard,2025-11-20
J00943,Varun,Laptop,Charging_Port,2024-02-03
J00944,Rohit,Smartwatch,Screen,2025-03-20
J00945,Kushvendra,Mobile,Battery,2023-01-02
J00946,Rohit,Tablet,Charging_Port,2024-05-10
J00947,Kushvendra,Desktop,Charging_Port,2023-08-06
J00948,Arjun,Tablet,Keyboard,2025-09-03
J00949,Sneha,Smartwatch,Battery,2025-06-07
J00950,Kushvendra,Desktop,Camera,2025-10-12
J00951,Ayush,Tablet,Screen,2024-01-20
J00952,Aditi,Tablet,Software,2025-12-25
J00953,Aarav,Tablet,Screen,2023-05-29
J00954,Pranav,Laptop,Camera,2025-06-21
J00955,Aditya,Smartwatch,Keyboard,2025-09-15
J00956,Aditi,Desktop,Battery,2023-05-24
J00957,Arjun,Desktop,Camera,2024-12-22
J00958,Ayush,Tablet,Camera,2023-07-10
J00959,Aditi,Desktop,Motherboard,2023-06-14
J00960,Aditya,Tablet,Charging_Port,2025-05-27
J00961,Ishaan,Laptop,Camera,2025-01-09
J00962,Ishaan,Laptop,Software,2024-01-12
J00963,Kavya,Tablet,Charging_Port,2024-01-06
J00964,Varun,Smartwatch,Charging_Port,2025-10-03
J00965,Manthan,Smartwatch,Screen,2024-04-22
J00966,Aarav,Mobile,Charging_Port,2024-02-06
J00967,Aarav,Laptop,Screen,2023-11-04
J00968,Kushvendra,Laptop,Screen,2025-11-04
J00969,Ayush,Laptop,Motherboard,2024-07-17
J00970,Riya,Desktop,Camera,2023-02-17
J00971,Ayush,Desktop,Keyboard,2023-11-02
J00972,Riya,Mobile,Battery,2024-01-23
J00973,Neha,Desktop,Battery,2023-09-01
J00974,Aditi,Laptop,Motherboard,2023-12-11
J00975,Ishaan,Laptop,Camera,2025-10-17
J00976,Saanvi,Laptop,Battery,2024-06-19
J00977,Riya,Smartwatch,Software,2025-05-17
J00978,Arjun,Tablet,Software,2025-07-13
J00979,Manthan,Mobile,Motherboard,2024-08-13
J00980,Aarav,Tablet,Motherboard,2023-07-08
J00981,Kavya,Tablet,Motherboard,2025-01-22
J00982,Neha,Smartwatch,Keyboard,2023-04-12
J00983,Ayush,Desktop,Motherboard,2024-03-02
J00984,Manthan,Tablet,Keyboard,2025-02-02
J00985,Ananya,Tablet,Keyboard,2023-05-15
J00986,Kavya,Smartwatch,Software,2025-05-28
J00987,Aditi,Desktop,Software,2025-05-07
J00988,Manthan,Desktop,Battery,2024-07-02
J00989,Varun,Mobile,Camera,2024-08-30
J00990,Aditi,Mobile,Software,2024-12-24
J00991,Aditi,Smartwatch,Software,2023-11-24
J00992,Neha,Smartwatch,Battery,2025-06-08
J00993,Ayush,Tablet,Charging_Port,2024-10-03
J00994,Ananya,Mobile,Screen,2025-08-01
J00995,Sneha,Tablet,Charging_Port,2025-08-22
J00996,Aarav,Desktop,Charging_Port,2024-08-18
J00997,Ananya,Mobile,Camera,2025-04-16
J00998,Maya,Desktop,Battery,2024-05-30
J00999,Pranav,Mobile,Camera,2025-05-31
J01000,Maya,Tablet,Camera,2023-03-06
